,,V No,Date,Party,City,Total Amt,Remarks
,,1604,03/04/2023,MANISH MARKETING,AHMEDABAD,28078.4,reorder
,,1605,04/04/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,65408,reorder
,,1606,06/04/2023,GALAXY SURGICAL,ANAND,8948,reorder
,,1607,07/04/2023,S. N. PRAJAPATI,Ahmedabad,14600,"Reorder, with NABH logo for Anand"
,,1608,08/04/2023,GALAXY SURGICAL,ANAND,1702,"FOR HIMALAYA HOME, WITH 3 YEAR WARRANTY"
,,1609,10/04/2023,BHAVNA CLEANING,ANAND,4525,REORDER
,,1610,10/04/2023,VRAJ PLASTIC,,3300,REORDER
,,1611,11/04/2023,GALAXY SURGICAL,ANAND,1232,"FOR MRI DEPT, BP MC WITH 1 YEAR WARRANTY"
,,1612,12/04/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,REORDER
,,1613,14/04/2023,GALAXY SURGICAL,ANAND,5107,"REORDER, ECG FOR CT"
,,1614,14/04/2023,SIDDHIVINAYAK COMPUTER,NADIAD,8600,"REORDER, NEW TONNERS PURCHASE"
,,1615,15/04/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,1616,17/04/2023,G V SALES & SERVICE,BARODA,185850,reorder
,,1617,17/04/2023,UNITY PHARMA,AHMEDABAD,209995,REORDER FOR CT & IRIS
,,1618,17/04/2023,Inside Solution,Anand,7966,reorder
,,1619,17/04/2023,AMIT CHEM TRADERS,VADODARA,22372,reorder
,,1620,17/04/2023,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,reorder
,,1621,17/04/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,454956,reorder
,,1622,19/04/2023,VRAJ PLASTIC,,1810,REORDER
,,1623,20/04/2023,MANISH MARKETING,AHMEDABAD,4750,"NEW ORDER AS PER SAMPLE RECIVED(OLD RATE 12+12%=13.44), FRIGHT EXTRA"
,,1624,20/04/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,28326,REORDER
,,1625,24/04/2023,GALAXY SURGICAL,ANAND,6592,reorder
,,1626,24/04/2023,ENERGY PRINT,BARODA,3225,reorder
,,1627,25/04/2023,AMIT PAPER MART,,4005.88,REORDER
,,1628,26/04/2023,SGE MEDTECH,SURAT,32368,Additional stock will not be available in the next year/ shortages material
,,1629,27/04/2023,GALAXY SURGICAL,ANAND,2670,"FOR NEW JOINING, M-L-XL-XXL SIZE"
,,1630,01/05/2023,SIDDHIVINAYAK COMPUTER,NADIAD,4945.83,As per IT Req./base on quotation
,,1631,03/05/2023,SAHAJANAND STATIONARY MART,,1600,CASH PURCHASE
,,1632,03/05/2023,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,103500,"11*14 PLASTIC BAG FOR ANAND, REFER REJECT ORDER 1601-4/23-24  DTD.03.04.2023, DUE TO CHANGE FIRM, FRIEGHT EXTRA 1000"
,,1633,03/05/2023,G V SALES & SERVICE,BARODA,110460,reorder
,,1634,04/05/2023,GALAXY SURGICAL,ANAND,9225,"reorder, Credit note(Rs.-4795) of faulty return, change make of i v cannula, due to complain by Dr.Mukesh/Jimmy bad lot or bad quality of Romsons catheter, confirm with Ramesh sir"
,,1635,10/05/2023,GALAXY SURGICAL,ANAND,6277,reorder
,,1636,10/05/2023,BHAVNA CLEANING,ANAND,4995,may-23
,,1637,10/05/2023,WHITE HOUSE,,4480,reorder
,,1638,10/05/2023,PARAMOUNT,ANAND,2452.5,
,,1639,10/05/2023,ARVIND GOHIL,ANAND,5400,reorder
,,1640,11/05/2023,PARMATMA PRINTING PRESS,ANAND,11500,"reorder, for general and receipt paper"
,,1641,11/05/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,reorder
,,1642,11/05/2023,SHREE GANESH ENTERPRISE,SURAT,2800,reorder for X ray house Balasinor
,,1643,11/05/2023,KHODIYAR CORPORATION CO.,Anand,3676,rreorder
,,1644,11/05/2023,VRAJ PLASTIC,,3300,REORDER
,,1645,12/05/2023,ARVIND GOHIL,ANAND,1000,GENERAL SLIP FOR CIVIL PATIENT
,,1646,13/05/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,reorder
,,1647,16/05/2023,GALAXY SURGICAL,ANAND,7336,REORDER
,,1648,20/05/2023,AVI ENTERPRISE,AHMEDABAD,92500,"REORDER, AS PER LAST PRINTED, QTY FOR 3 MONTH USED, IN ABSENCE OF MAM, STOCK AVAILABLE ONLY 1 MONTH"
,,1649,22/05/2023,AMIT CHEM TRADERS,VADODARA,37288,reorder
,,1650,23/05/2023,JAAC TECHNO SERVICES PVT LTD,VADODARA,3876,FOR BORSAD BRANCH
,,1651,24/05/2023,G V SALES & SERVICE,BARODA,185850,REORDER
,,1652,24/05/2023,SHREE GANESH ENTERPRISE,SURAT,1680,REORDER
,,1653,25/05/2023,SIDDHIVINAYAK COMPUTER,NADIAD,3200,REORDER
,,1654,26/05/2023,VRAJ PLASTIC,,4224,REORDER
,,1655,27/05/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1512,reorder
,,1656,30/05/2023,MANISH MARKETING,AHMEDABAD,28078.4,reorder
,,1657,01/06/2023,SAINI AUTMOBILES,ANAND,7040,FOR X RAY MC UPS BATTERY-PETLAD
,,1658,01/06/2023,SAINI AUTMOBILES,ANAND,7040,FOR USG MC UPS BATTERY-PETLAD
,,1659,01/06/2023,BHAVNA CLEANING,ANAND,4615,reorder
,,1660,02/06/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,454956,REORDER
,,1661,02/06/2023,SGE MEDTECH,SURAT,115500,REORDER
,,1662,02/06/2023,GALAXY SURGICAL,ANAND,3000.1,"REORDER, EMER DRUGS, SOME MEDICINE FOR NABH REGARDING"
,,1663,02/06/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,"reorder, emergency drugs"
,,1664,02/06/2023,AMIT PAPER MART,,2778,reorder
,,1665,05/06/2023,Inside Solution,Anand,59928,for new usg-3 & reporting dept.
,,1666,06/06/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,reorder
,,1667,07/06/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,REORDER
,,1668,07/06/2023,Inside Solution,Anand,33630,FOR SERVER DATA
,,1669,08/06/2023,GALAXY SURGICAL,ANAND,2680.4,"REORDER, 50ML SYRINGE FOR HIREN-PETLAD REQ"
,,1670,15/06/2023,GALAXY SURGICAL,ANAND,12794.5,"reorder, i v cannula Mediflon make"
,,1671,16/06/2023,AVI ENTERPRISE,AHMEDABAD,8250,"REORDER, WITH NO CHANGES REQUIRED"
,,1672,19/06/2023,YOGI SERVICE,,7560,"old MRP stock, next new order wih rise rate"
,,1673,19/06/2023,ENERGY PRINT,BARODA,6600,"Reorder, Gujarati"
,,1674,20/06/2023,Inside Solution,Anand,30620,"FOR SERVER NETWORK, REFER PO-1665-6/23-24"
,,1675,21/06/2023,ENERGY PRINT,BARODA,9600,reorder
,,1676,21/06/2023,JAYESH TUBEWELL,,12800,"FOR REKHA NIVAS PUMP, 1 YEAR WARRANTY PERIOD"
,,1677,21/06/2023,WHITE HOUSE,,4480,REORDER
,,1678,22/06/2023,GUNJAN SALES,Anand,650,"CASH PURCHASE, URGENT NEED BY IT DEPT."
,,1679,24/06/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,62956,reorder
,,1680,24/06/2023,Inside Solution,Anand,2738,"Old stock not fitted as per requirement, new purchase"
,,1681,24/06/2023,SAHAJANAND STATIONARY MART,,1902,"cash purchase, box file for Account req."
,,1682,26/06/2023,ADN SERVICES,VADODARA,560000,"FOR BORSAD AND PETLAD BRANCH, AS PER QUOTATION"
,,1683,26/06/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1650,reorder
,,1684,26/06/2023,Inside Solution,Anand,45768,reorder
,,1685,26/06/2023,BHAVNA CLEANING,ANAND,2380,"for Ground floor foot mat (2""x8"") -- 2nos"
,,1686,26/06/2023,ARVIND GOHIL,ANAND,8500,reorder
,,1687,27/06/2023,AMIT PAPER MART,,13664,reorder
,,1688,27/06/2023,G V SALES & SERVICE,BARODA,48300,"reorder, for iris and balasinor branch"
,,1689,29/06/2023,PAULSON REFRIERATION,ANAND,90998,"NEW OFFICE, 2nd FLOOR"
,,1690,29/06/2023,SIDDHIVINAYAK COMPUTER,NADIAD,3840,"reorder, single use tonner, replaceble"
,,1691,01/07/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,1692,03/07/2023,SIDDHIVINAYAK COMPUTER,NADIAD,28790,"REORDER, (673 COLOR-Y-3,C-5,M-5,LC-5,LM-5, 003 COLOR-M-2, 008 COLOR-C-1,M-1)"
,,1693,03/07/2023,SHREE GANESH ENTERPRISE,SURAT,7280,reorder
,,1694,03/07/2023,SGE MEDTECH,SURAT,6440,reorder
,,1695,03/07/2023,SIDDHIVINAYAK COMPUTER,NADIAD,2150,"reorder, 4d used"
,,1696,03/07/2023,AMIT CHEM TRADERS,VADODARA,37288,reorder
,,1697,03/07/2023,GUNJAN SALES,Anand,650,"cash purchase, for hetal mam cabin 1st floor"
,,1698,04/07/2023,AVI ENTERPRISE,AHMEDABAD,8150,"REPEAT ORDER, WITHOUT NABH LOGO, FOR PERIPHERY USED"
,,1699,04/07/2023,G V SALES & SERVICE,BARODA,62160,REORDER
,,1700,04/07/2023,GALAXY SURGICAL,ANAND,10133.7,reorder
,,1701,05/07/2023,AVI ENTERPRISE,AHMEDABAD,47300,"REORDER, BLUE BAGS, BLACK PRINTING-SINGLE COLOR, FOR PERIPHERY USES"
,,1702,08/07/2023,UNITY PHARMA,AHMEDABAD,209995,"reorder, for CT-Balasinor-Iris used"
,,1703,08/07/2023,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,REORDER
,,1704,10/07/2023,SIDDHIVINAYAK COMPUTER,NADIAD,600,"As per quotation, req. by IT dept."
,,1705,10/07/2023,KHODIYAR CORPORATION CO.,Anand,3676,reorder
,,1706,10/07/2023,VRAJ PLASTIC,,1335.2,REORDER
,,1707,12/07/2023,ENERGY PRINT,BARODA,5500,"MAMMO and BMD broucher, Rate as per last"
,,1708,12/07/2023,GALAXY SURGICAL,ANAND,5899,"for borsad branch, heavy duty vissco make"
,,1709,13/07/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,5544,REORDER
,,1710,13/07/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,454956,REORDER
,,1711,13/07/2023,AMIT CHEM TRADERS,VADODARA,2508,REORDER
,,1712,13/07/2023,VRAJ PLASTIC,,3300,REORDER
,,1713,13/07/2023,MANISH MARKETING,AHMEDABAD,5320,"reorder, taking blue bedsheet as low cost available"
,,1714,14/07/2023,D MART AVENUE SUPERMARTS LTD,,922,"CASH PURCHASE, IRON FOR MRI-2 YEAR WARRANTY"
,,1715,14/07/2023,N K MOBILE SALES & SERVICES,ANAND,9499,mobile for HR dept.
,,1716,14/07/2023,AVI ENTERPRISE,AHMEDABAD,32160,reorder
,,1717,17/07/2023,GUNJAN SALES,Anand,770,"CASH PURCHASE, FOR BORSAD BRANCH"
,,1718,18/07/2023,GALAXY SURGICAL,ANAND,16384,REORDER
,,1719,18/07/2023,Inside Solution,Anand,3000,"AS PER IT REQ., REFER REJECT PO-1680-6/23-24 DTD.24.06.2023, WRONG ITEM SELECTED"
,,1720,19/07/2023,Inside Solution,Anand,2051.29,FOR HETAL MAM-MAC MOUSE & SMPS FOR HR PC
,,1721,20/07/2023,G V SALES & SERVICE,BARODA,185850,REORDER
,,1722,20/07/2023,SAHAJANAND STATIONARY MART,,1418,"REORDER, CASH PURCHASE"
,,1723,22/07/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26254,"REORDER, RATE RISE FROM NEXT ORDER"
,,1724,24/07/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,REORDER
,,1725,25/07/2023,VENUS DATA PRODUCTS,Anand,162399,"AS PER QUOTATION ATTACHED, FOR RITESH SIR REQ."
,,1726,25/07/2023,AVI ENTERPRISE,AHMEDABAD,14400,"reorder, used for sonography report"
,,1727,25/07/2023,RUDRA SALES,ANAND,12598,FOR DAILY CASH LOCKER-LOCATION HOSPITAL MANAGER CABIN
,,1728,26/07/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER PAPER GLASS
,,1729,26/07/2023,SIDDHIVINAYAK COMPUTER,NADIAD,8540,"REORDER, FOR 2 MONTH USES, 003 COLOR-YELLOW"
,,1730,26/07/2023,WHITE HOUSE,,4480,reorder
,,1731,26/07/2023,G V SALES & SERVICE,BARODA,48300,"reorder, 60bot for balasinor-40bot for iris"
,,1732,26/07/2023,MANISH MARKETING,AHMEDABAD,28078.4,"reorder, transportation charges extra"
,,1733,26/07/2023,ENERGY PRINT,BARODA,26700,"reorder, print with as per last"
,,1734,27/07/2023,Inside Solution,Anand,2726,"as per Quotation, with 180+tax=212 instalation charges"
,,1735,27/07/2023,SGE MEDTECH,SURAT,6440,"REORDER, FOR BIOPSY PURPOSE"
,,1736,27/07/2023,Inside Solution,Anand,7966,"reorder, for dispatch lable sticker"
,,1737,27/07/2023,Inside Solution,Anand,7966,"REORDER, REFER REJECT PO-1736"
,,1738,27/07/2023,GALAXY SURGICAL,ANAND,19445.55,REORDER
,,1739,31/07/2023,Inside Solution,Anand,66764,"FOR REPORTING, AS PER QUOTATION ATTACHED"
,,1740,31/07/2023,S.D.REFRIGERATION,,496000,"As per Quotation,Discount @7500 total"
,,1741,31/07/2023,BHAVNA CLEANING,ANAND,4600,"FOR CT DEPT. REQUIREMENT, OTHER 1 SET AS IN PAIR"
,,1742,01/08/2023,ARVIND GOHIL,ANAND,1000,"REORDER, FOR CIVIL"
,,1743,01/08/2023,ARVIND GOHIL,ANAND,1850,REORDER
,,1744,02/08/2023,BIOTEKNIKA HEALTHCARE PVT. LTD.,AHMEDABAD,9500,for HSG requirement
,,1745,02/08/2023,Inside Solution,Anand,518470,"AS PER QUOTATION ATTACHED, Add ON SOFTWARE-PREMIUM 9300+18% =Rs.10974"
,,1746,02/08/2023,Inside Solution,Anand,551392,"REFER REJECT PO-1745, Add ON SOFTWARE-PREMIUM 9300+18% =Rs.10974*4NOS=Rs.43896"
,,1747,03/08/2023,PLANET MEDICAL EQUIPMENTS PVT. LTD.,AHMEDABAD,3300000,"AS PER QUOTATION ATTACHED, NEW MACHINE"
,,1748,03/08/2023,BHAVNA CLEANING,ANAND,7135,SAVRNA+TOILET BRUS+ACID+DETTOL PHENYLE-2+1 CAN FOR HIMALAYA
,,1749,03/08/2023,PARMATMA PRINTING PRESS,ANAND,10000,REORDER
,,1750,05/08/2023,Inside Solution,Anand,66657.76,AS PER QUOTATION ATTACHED
,,1751,05/08/2023,IMAGE SOUNDLAB,ANAND,76700,"Rs.8500 Visit/inst. & labour charges, discount-Rs.4085) for new conf.hall, as per quotation"
,,1752,07/08/2023,GUNJAN SALES,Anand,1650,"CASH PURCHASE, FOR IT REQ"
,,1753,07/08/2023,RUTVI SYSTEM,ANAND,18300,"For Ritesh Sir, Iris, Hall & conference room"
,,1754,08/08/2023,VRAJ PLASTIC,,4140,reorder
,,1755,08/08/2023,VRAJ PLASTIC,,990,CASH PURCHASE
,,1756,09/08/2023,SIDDHIVINAYAK COMPUTER,NADIAD,1540,AS PER QUOTATION ATTACHED
,,1757,09/08/2023,Inside Solution,Anand,2760,"For L-130 new printer ink C,Y,M color"
,,1758,09/08/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,"REORDER, ADVANCE PAYMENT"
,,1759,09/08/2023,Inside Solution,Anand,29499.1,"FOR CONFERENCE HALL, REKHA NIVAS, INSTA.& CONFI.180+18%=212.4*10=Rs.2124 TOTAL"
,,1760,11/08/2023,OM ENTERPRISE,SURAT,58800,"REORDER, WITH REVISED RATE"
,,1761,11/08/2023,Inside Solution,Anand,27703.2,"For conff.hall, instolation & conf. charges Rs.2200+18% = 2596"
,,1762,11/08/2023,GALAXY SURGICAL,ANAND,1180,"For MRI 4th floor, 3 year elect. warranty"
,,1763,14/08/2023,S.D.REFRIGERATION,,58996,FOR DIRECTOR ADMIN (HETAL MAM CABIN)-1 ST FLOOR
,,1764,17/08/2023,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"REORDER,USED FOR MRI, 4.30 RATE FOR CT ELECTRODE"
,,1765,17/08/2023,Inside Solution,Anand,27990,"FOR IRIS-CT DEPT, AS PER QUOTATION"
,,1766,17/08/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,"REORDER, PAPER GLASS"
,,1767,17/08/2023,Inside Solution,Anand,507464,"refer reject po-1746-8, 02.08.2023, software charges-4no. Rs.43896+ transp.2800+18%=3304"
,,1768,18/08/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,1769,18/08/2023,Inside Solution,Anand,35647,FOR RITESH SIR OFFICE
,,1770,19/08/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,649936,REORDER
,,1771,19/08/2023,GALAXY SURGICAL,ANAND,9869,REORDER
,,1772,19/08/2023,Inside Solution,Anand,34786,FOR CONF. HALL 
,,1773,21/08/2023,KHODIYAR CORPORATION CO.,Anand,3676,REORDER
,,1774,21/08/2023,KRISHNA PLASTIC,ANAND,14750,FOR CT PATIENT BEDSHEET
,,1775,21/08/2023,SIDDHIVINAYAK COMPUTER,NADIAD,6300,"REORDER, FOR EPSON PRINTER-673 BLACK-COLOR"
,,1776,22/08/2023,WHITE HOUSE,,4180,cash purchase
,,1777,22/08/2023,SAHAJANAND STATIONARY MART,,2840,"cash purchase, files for account-hr"
,,1778,22/08/2023,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,31142,"NEW SPARE PURPOSE, WITH OUT BATTERY AND STAND"
,,1779,23/08/2023,AMIT CHEM TRADERS,VADODARA,37288,REORDER
,,1780,23/08/2023,AMIT CHEM TRADERS,VADODARA,2508,reorder
,,1781,24/08/2023,AMIT PAPER MART,,4449.2,REORDER
,,1782,24/08/2023,IMAGE SOUNDLAB,ANAND,68200,"REFRE REJECT ORDER-1751-8/ Dtd-05.08.2023, MAKING NEW PO FOR LABOUR CHARGES, DISCOUNT-4085"
,,1783,24/08/2023,SHRADDHA FOOD & BEVERAGES,ANAND,2400,REORDER
,,1784,25/08/2023,Inside Solution,Anand,15301,"FOR ASSLY HALL, 7500+18% = 8850-INSTALLATION-TESTING CHARGES"
,,1785,26/08/2023,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,267960,"REORDER, PLASTIC BAGS AS PER LAST PRINTED, INCL. TRANSPORTATION"
,,1786,28/08/2023,BHAVNA CLEANING,ANAND,8515,reorder
,,1787,28/08/2023,AVI ENTERPRISE,AHMEDABAD,182000,"reorder as per last printed, with some changes"
,,1788,28/08/2023,SIDDHIVINAYAK COMPUTER,NADIAD,20500,"FOR RECEPTION-BORSAD BRANCH, AS PER QUOTATION"
,,1789,29/08/2023,Inside Solution,Anand,9115,"FOR MRI DOOR LOCK & UPS FOR ASSLY HALL 85"" SCREEN, INST. & CONFG. CHARGES Rs.354"
,,1790,29/08/2023,BHAVNA CLEANING,ANAND,4750,"GREY COLOR WITH ANTI SLIP RUBBER-1.4""x2"""
,,1791,29/08/2023,Inside Solution,Anand,37264,"FOR REPORTING SPARE PRINTER A3 SIZE,6COLOR"
,,1792,29/08/2023,SIDDHIVINAYAK COMPUTER,NADIAD,32498,FOR REPORTING-SPARE
,,1793,29/08/2023,GALAXY SURGICAL,ANAND,4902,"REORDER, 24G YELLOW-MEDIFLON MAKE"
,,1794,01/09/2023,Inside Solution,Anand,36450,FOR REPORTING ROOM
,,1795,04/09/2023,UNITY PHARMA,AHMEDABAD,209995,REORDER
,,1796,04/09/2023,SGE MEDTECH,SURAT,57750,"reorder,50% Omniscan + 50% Vividscan order as per cinfirm with Ritesh sir"
,,1797,04/09/2023,ONE TOUCH SOLUTION,ANAND,49876,50% Omniscan + 50% Vividscan order as per cinfirm with Ritesh sir/aftre sample ok
,,1798,05/09/2023,G V SALES & SERVICE,BARODA,248010,REORDER
,,1799,06/09/2023,GALAXY SURGICAL,ANAND,4159,REORDER
,,1800,06/09/2023,SIDDHIVINAYAK COMPUTER,NADIAD,30420,reorder for ink printer as per cons.
,,1801,06/09/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1500,for office and Practice used
,,1802,11/09/2023,Inside Solution,Anand,33236,"FOR ASSLY HALL, AS PER QUOTATION"
,,1803,12/09/2023,SIDDHIVINAYAK COMPUTER,NADIAD,2190,black ink for reception and reporting printer
,,1804,13/09/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,95660,"advance payment, reorder"
,,1805,14/09/2023,Inside Solution,Anand,7709.04,"AS PER MATERIAL USED IN ASSLY-3RD FLOOR, (SERVICE CHARGE Rs.350+63=413)"
,,1806,16/09/2023,PARMATMA PRINTING PRESS,ANAND,2300,for Reporting use only
,,1807,16/09/2023,VRAJ PLASTIC,,1115,garbage bags for General & himalaya home
,,1808,16/09/2023,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,7000,"REORDER, USES IN DAKOR, BORSAD, PETLAD BRANCH"
,,1809,16/09/2023,MANISH MARKETING,AHMEDABAD,37439.2,"REORDER, TRANS. CHARGES EXTRA"
,,1810,16/09/2023,ARVIND GOHIL,ANAND,8500,REORDER
,,1811,18/09/2023,G V SALES & SERVICE,BARODA,96600,100bot Balalsinor & 100 for Iris
,,1812,21/09/2023,GALAXY SURGICAL,ANAND,14518.7,reorder
,,1813,22/09/2023,WHITE HOUSE,,7629.96,REORDER
,,1814,22/09/2023,AMIT PAPER MART,,6749,"reorder, i photo brand use, confirmed after sample used"
,,1815,22/09/2023,S.D.REFRIGERATION,,51920,FOR 3T MRI ROOM AC
,,1816,25/09/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,reorder
,,1817,26/09/2023,AVI ENTERPRISE,AHMEDABAD,62000,"REORDER, WITH NABH LOGO FOR RDPL-ALL BRANCHES"
,,1818,27/09/2023,SIDDHIVINAYAK COMPUTER,NADIAD,23220,"REORDER, DVD-FRONTECH PURCHSE INSTED OF CD, CONFIRM WITH RITESH SIR"
,,1819,27/09/2023,SIDDHIVINAYAK COMPUTER,NADIAD,7360,"REORDER, WITH SEALPACK ONE TIME USE PURCHASE"
,,1820,27/09/2023,SIDDHIVINAYAK COMPUTER,NADIAD,20500,"REORDER AS PER LAST RATE, FOR IRIS-SONOGRAPHY ROOM"
,,1821,29/09/2023,GALAXY SURGICAL,ANAND,952,reorder
,,1822,29/09/2023,SHRADDHA FOOD & BEVERAGES,ANAND,900,REORDER
,,1823,29/09/2023,SAHAJANAND STATIONARY MART,,1810,cash purchase
,,1824,03/10/2023,AMIT CHEM TRADERS,VADODARA,74576,"reorder, use for approx 3 month"
,,1825,03/10/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26254,"reorder, for anand branch only"
,,1826,04/10/2023,ARVIND GOHIL,ANAND,5400,reorder
,,1827,04/10/2023,ONE TOUCH SOLUTION,ANAND,17360,reorder
,,1828,07/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,12060.78,"REORDER, 664 COLOR-L-M-Y"
,,1829,07/10/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,"REORDER, EMERGENCY DRUGS"
,,1830,07/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,6000.75,URGENT REQUIREMENT FOR DAKOR BRANCH
,,1831,09/10/2023,Inside Solution,Anand,70634.5,"For Director Cabin-50"" & 55"" for conf. room"
,,1832,09/10/2023,AVI ENTERPRISE,AHMEDABAD,11320,REORDER
,,1833,10/10/2023,AVI ENTERPRISE,AHMEDABAD,5266,"Reorder, 2color-black/blue, A5-size, 20+5page, with revised rate"
,,1834,10/10/2023,AVI ENTERPRISE,AHMEDABAD,28500,"refer reject po-1733, fetal file as per last"
,,1835,10/10/2023,G V SALES & SERVICE,BARODA,39376,Replace with Iomeron 400mg in Angiography uses
,,1836,10/10/2023,BHAVNA CLEANING,ANAND,6170,reorder
,,1837,11/10/2023,RAJ MOBILE (MI),ANAND,29999,as per quotation for Ritesh sir cabin
,,1838,11/10/2023,RAJ MOBILE (MI),ANAND,34899,as per quotation for Conference Hall
,,1839,12/10/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,649936,"advance payment, reorder"
,,1840,12/10/2023,SHREE GANESH ENTERPRISE,SURAT,10920,"reorder, for Borsad and iris branch"
,,1841,13/10/2023,SHREEJI AUTO BATTERY,ANAND,22560,"FOR 5TH FLOOR MAIN UPS BATTERY REPLACE, WITH 24 MONTH WARRANTY"
,,1842,13/10/2023,SHREEJI AUTO BATTERY,ANAND,17560,"refer reject po-1841FOR 5TH FLOOR MAIN UPS BATTERY REPLACE, WITH 24 MONTH WARRANTY"
,,1843,13/10/2023,GALAXY SURGICAL,ANAND,8739,REORDER
,,1844,14/10/2023,SHARDA ELECTRICALS,ANAND,2100,"FOR GENERAL USE, CHECK PAYMENT, Rs.100 DISCOUNT"
,,1845,14/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,14975.73,AS PER QUOTATION ATTACHED
,,1846,21/10/2023,SGE MEDTECH,SURAT,6440,reorder
,,1847,21/10/2023,G V SALES & SERVICE,BARODA,185850,REORDER
,,1848,21/10/2023,MANISH MARKETING,AHMEDABAD,9500,"REORDER, FREIGHT EXTRA"
,,1849,25/10/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,1850,27/10/2023,Inside Solution,Anand,12182.14,repeat order
,,1851,30/10/2023,OM ENTERPRISE,SURAT,61740,REORDER WITH NEW RATE AS PER QUOTATION ATTACHED
,,1852,30/10/2023,Inside Solution,Anand,6372,REORDER
,,1853,30/10/2023,PARMATMA PRINTING PRESS,ANAND,10250,"REORDER, FOR GENERAL & RECEIPT PAPER USES"
,,1854,30/10/2023,KHODIYAR CORPORATION CO.,Anand,3676,REORDER
,,1855,30/10/2023,BHAVNA CLEANING,ANAND,4355,"REORDER, FOR NOV-23"
,,1856,30/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,7810,"REORDER, CD USES IN LOW DATA"
,,1857,30/10/2023,GALAXY SURGICAL,ANAND,9551.8,REORDER
,,1858,31/10/2023,SHRADDHA FOOD & BEVERAGES,ANAND,900,FOR PATIENT USED
,,1859,02/11/2023,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,168604,"FOR IRIS BRANCH UPS, WITH BUYBACK OLD BATTERIES RS.35,400"
,,1860,04/11/2023,VRAJ PLASTIC,,4257.6,REORDER
,,1861,04/11/2023,AMIT PAPER MART,,13496,REORDER
,,1862,04/11/2023,SIDDHIVINAYAK COMPUTER,NADIAD,6540,REORDER AS PER CONS.L-3110 PRINTER
,,1863,04/11/2023,RAJ MOBILE (MI),ANAND,8499,"for reception, as per quotation, by cheque"
,,1864,04/11/2023,WHITE HOUSE,,3680,REORDER
,,1865,07/11/2023,GOPINATH PACKAGING,AHMEDABAD,12390,"reorder, for bio medical waste bags R-Y-B"
,,1866,07/11/2023,AVI ENTERPRISE,AHMEDABAD,84300,"FOR 2023-24 CALENDER 5000-ANAND, GODHRA-2500, DAHOD-2500 (RHPS+SHIVANI)"
,,1867,08/11/2023,Inside Solution,Anand,12500,AS PER REQ.FOR ANAND RECEPTION
,,1868,20/11/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,"reorder, advance payment"
,,1869,21/11/2023,UNITY PHARMA,AHMEDABAD,209995,"reorder, for ct & iris"
,,1870,22/11/2023,SAHAJANAND STATIONARY MART,,1980,"CASH PURCHASE, DEC-2023"
